,Text,Ground-Truth,Rank,All-Ranks,Prediction,Candidates,LR-distances,LD-distances,LRD-distances,LARD-distances
71,This is a prescription pill bottle.,prescription_medicine_bottle_2_4,0,[0 3 1 4 2],prescription_medicine_bottle_2_4,"['prescription_medicine_bottle_2_4' 'fork_4_2' 'toothbrush_2_1'
 'coffee_mug_2_1' 'band_aid_1_4']",[0.55 0.66 0.6  0.65 0.55],[0.55 0.62 0.53 0.64 0.67],[0.55 0.64 0.56 0.65 0.61],[0.39 0.64 0.64 0.67 0.49]
72,A can of food.,food_can_3_3,1,[1 3 2 4 0],food_jar_5_2,"['food_can_3_3' 'scissors_6_1' 'measuring_tape_4_1' 'stapler_1_1'
 'food_jar_5_2']",[0.52 0.52 0.51 0.57 0.52],[0.52 0.62 0.6  0.6  0.5 ],[0.52 0.57 0.55 0.59 0.51],[0.39 0.59 0.5  0.53 0.48]
73,A small orange plastic prescription bottle with a white cap.,prescription_medicine_bottle_2_4,0,[0 4 1 2 3],prescription_medicine_bottle_2_4,"['prescription_medicine_bottle_2_4' 'notebook_1_1' 'band_aid_4_2'
 'cell_phone_2_2' 'stapler_2_3']",[0.4  0.63 0.59 0.52 0.55],[0.39 0.57 0.45 0.53 0.6 ],[0.4  0.6  0.52 0.53 0.58],[0.53 0.59 0.53 0.41 0.52]
74,this is a tin can holding a veggie.,food_can_3_3,1,[1 0 2 4 3],coffee_mug_4_3,"['food_can_3_3' 'coffee_mug_4_3' 'plate_5_4' 'book_5_4'
 'medicine_bottle_1_4']",[0.49 0.4  0.6  0.62 0.58],[0.5  0.44 0.51 0.56 0.58],[0.49 0.42 0.56 0.59 0.58],[0.43 0.42 0.61 0.73 0.55]
75,this is a prescription bottle.,prescription_medicine_bottle_2_4,0,[0 1 4 3 2],prescription_medicine_bottle_2_4,"['prescription_medicine_bottle_2_4' 'water_bottle_3_3' 'tissue_box_1_4'
 'lightbulb_2_2' 'toothbrush_1_1']",[0.47 0.46 0.63 0.51 0.48],[0.47 0.48 0.64 0.54 0.54],[0.47 0.47 0.64 0.53 0.51],[0.4  0.46 0.69 0.51 0.53]
76,a tin can of soup,food_can_3_3,0,[0 2 3 4 1],food_can_3_3,['food_can_3_3' 'screwdriver_5_4' 'plate_3_4' 'screwdriver_2_1' 'book_3_1'],[0.43 0.6  0.63 0.7  0.54],[0.48 0.56 0.56 0.63 0.51],[0.45 0.58 0.59 0.66 0.53],[0.44 0.53 0.55 0.62 0.48]
77,a pill container,prescription_medicine_bottle_2_4,1,[1 4 0 3 2],medicine_bottle_3_4,"['prescription_medicine_bottle_2_4' 'banana_2_3' 'medicine_bottle_3_4'
 'book_3_1' 'syringe_4_1']",[0.48 0.5  0.44 0.53 0.49],[0.5  0.56 0.43 0.5  0.51],[0.49 0.53 0.44 0.51 0.5 ],[0.37 0.61 0.33 0.63 0.42]
78,This is a canned food item. This is a standard can of food with a pale beige and white label.,food_can_3_3,0,[0 1 4 3 2],food_can_3_3,"['food_can_3_3' 'stapler_1_1' 'prescription_medicine_bottle_2_4'
 'medicine_bottle_5_2' 'allen_wrench_4_3']",[0.49 0.5  0.66 0.54 0.55],[0.51 0.54 0.66 0.59 0.55],[0.5  0.52 0.66 0.56 0.55],[0.4  0.52 0.59 0.52 0.47]
79,This is a standard size pill bottle for holding medications. This is an orange medication bottle with a white lid and a pharmacy identity stick on it.,prescription_medicine_bottle_2_4,0,[0 3 4 1 2],prescription_medicine_bottle_2_4,"['prescription_medicine_bottle_2_4' 'soda_bottle_5_2' 'marker_6_3'
 'food_can_5_2' 'bell_pepper_4_3']",[0.55 0.59 0.63 0.56 0.51],[0.54 0.61 0.58 0.54 0.62],[0.54 0.6  0.61 0.55 0.56],[0.4  0.53 0.53 0.57 0.55]
80,It is a silver spoon.,spoon_4_2,1,[1 3 2 0 4],fork_3_4,['spoon_4_2' 'lime_3_1' 'screwdriver_5_4' 'fork_3_4' 'book_2_4'],[0.5  0.59 0.65 0.52 0.64],[0.51 0.61 0.51 0.44 0.67],[0.5  0.6  0.58 0.48 0.66],[0.53 0.6  0.55 0.53 0.74]
81,The object is a metal spoon.,spoon_4_2,1,[1 3 0 4 2],eye_glasses_2_1,['spoon_4_2' 'potato_4_1' 'eye_glasses_2_1' 'pencil_3_4' 'gauze_2_2'],[0.48 0.64 0.43 0.6  0.63],[0.57 0.6  0.47 0.65 0.55],[0.53 0.62 0.45 0.63 0.59],[0.47 0.6  0.55 0.58 0.68]
82,A typical silver spoon.,spoon_4_2,0,[0 1 4 3 2],spoon_4_2,['spoon_4_2' 'coffee_mug_2_1' 'potato_3_4' 'apple_5_4' 'food_can_4_3'],[0.46 0.57 0.67 0.61 0.6 ],[0.52 0.59 0.58 0.64 0.6 ],[0.49 0.58 0.63 0.62 0.6 ],[0.45 0.72 0.59 0.7  0.69]
83,A silver table spoon,spoon_4_2,1,[1 4 0 3 2],hand_towel_1_4,"['spoon_4_2' 'gauze_2_2' 'hand_towel_1_4' 'coffee_mug_5_2'
 'screwdriver_1_3']",[0.53 0.67 0.44 0.57 0.54],[0.52 0.56 0.52 0.59 0.52],[0.53 0.61 0.48 0.58 0.53],[0.48 0.55 0.51 0.61 0.53]
84,USE FOR EATING FOOD.,spoon_4_2,3,[3 2 1 4 0],hand_towel_3_4,['spoon_4_2' 'plate_5_4' 'stapler_5_4' 'pliers_4_1' 'hand_towel_3_4'],[0.53 0.57 0.56 0.57 0.49],[0.54 0.49 0.48 0.55 0.54],[0.53 0.53 0.52 0.56 0.52],[0.54 0.56 0.53 0.55 0.52]
85,This is a silver table spoon.,spoon_4_2,0,[0 1 2 4 3],spoon_4_2,"['spoon_4_2' 'eye_glasses_4_2' 'toothpaste_4_2' 'measuring_tape_4_1'
 'stapler_4_4']",[0.47 0.55 0.52 0.61 0.52],[0.53 0.5  0.57 0.6  0.59],[0.5  0.53 0.55 0.6  0.55],[0.49 0.61 0.51 0.61 0.54]
86,Metal handtool used for the purpose of shoving food into a humans mouth hole.,spoon_4_2,3,[3 2 1 0 4],measuring_tape_1_1,['spoon_4_2' 'stapler_2_1' 'gauze_2_2' 'measuring_tape_1_1' 'stapler_5_4'],[0.55 0.59 0.57 0.52 0.67],[0.6  0.54 0.53 0.53 0.5 ],[0.58 0.56 0.55 0.52 0.59],[0.49 0.57 0.71 0.67 0.6 ]
87,a silver tea spoon,spoon_4_2,0,[0 3 1 4 2],spoon_4_2,['spoon_4_2' 'coffee_mug_5_1' 'onion_3_4' 'fork_5_1' 'syringe_5_3'],[0.44 0.6  0.57 0.59 0.56],[0.46 0.54 0.5  0.6  0.53],[0.45 0.57 0.53 0.59 0.55],[0.44 0.58 0.5  0.56 0.46]
88,It is a metal spoon.,spoon_4_2,2,[2 1 4 3 0],cap_2_2,['spoon_4_2' 'potato_3_4' 'shampoo_1_2' 'syringe_4_1' 'cap_2_2'],[0.56 0.54 0.67 0.62 0.51],[0.53 0.55 0.69 0.6  0.55],[0.55 0.54 0.68 0.61 0.53],[0.5  0.53 0.7  0.56 0.67]
89,A silver metal spoon,spoon_4_2,4,[4 2 1 0 3],hand_towel_2_3,"['spoon_4_2' 'screwdriver_5_4' 'can_opener_5_4' 'hand_towel_2_3'
 'scissors_1_3']",[0.53 0.5  0.45 0.49 0.52],[0.56 0.49 0.52 0.47 0.55],[0.55 0.49 0.49 0.48 0.53],[0.53 0.58 0.55 0.56 0.52]
90,It is a somewhat used bottle of cough medicine.,medicine_bottle_1_2,0,[0 4 2 1 3],medicine_bottle_1_2,"['medicine_bottle_1_2' 'measuring_tape_4_1' 'can_opener_2_1' 'banana_5_4'
 'lime_5_3']",[0.4  0.52 0.51 0.53 0.51],[0.44 0.56 0.54 0.52 0.56],[0.42 0.54 0.53 0.53 0.53],[0.4  0.53 0.56 0.57 0.47]
91,It is a blue and yellow book.,book_1_4,0,[0 2 3 1 4],book_1_4,['book_1_4' 'water_bottle_5_4' 'apple_1_2' 'fork_1_2' 'lemon_5_3'],[0.49 0.66 0.62 0.64 0.67],[0.5  0.55 0.63 0.57 0.7 ],[0.5  0.6  0.63 0.6  0.69],[0.42 0.53 0.54 0.57 0.66]
92,This is a bottle of medicine for a cough.,medicine_bottle_1_2,0,[0 4 3 1 2],medicine_bottle_1_2,"['medicine_bottle_1_2' 'marker_1_2' 'allen_wrench_2_2'
 'measuring_tape_5_1' 'screwdriver_1_3']",[0.48 0.57 0.51 0.5  0.47],[0.5  0.57 0.5  0.48 0.53],[0.49 0.57 0.51 0.49 0.5 ],[0.4  0.61 0.57 0.48 0.57]
93,This is book with a blue and yellow cover.,book_1_4,2,[2 0 3 4 1],hammer_3_3,['book_1_4' 'hammer_3_3' 'scissors_3_3' 'spoon_5_4' 'hand_towel_3_4'],[0.49 0.41 0.47 0.57 0.48],[0.46 0.45 0.55 0.49 0.44],[0.48 0.43 0.51 0.53 0.46],[0.41 0.48 0.57 0.57 0.41]
94,It is a half-empty bottle of medicine.,medicine_bottle_1_2,0,[0 1 4 3 2],medicine_bottle_1_2,"['medicine_bottle_1_2' 'food_can_1_4' 'onion_2_1' 'marker_2_1'
 'allen_wrench_2_2']",[0.46 0.51 0.56 0.58 0.52],[0.45 0.49 0.67 0.53 0.57],[0.45 0.5  0.62 0.56 0.55],[0.4  0.51 0.54 0.49 0.48]
95,It is a single paperback book.,book_1_4,0,[0 4 3 1 2],book_1_4,"['book_1_4' 'lemon_4_4' 'allen_wrench_3_3' 'picture_frame_4_2'
 'toothpaste_5_2']",[0.46 0.59 0.56 0.53 0.48],[0.46 0.63 0.48 0.45 0.53],[0.46 0.61 0.52 0.49 0.51],[0.51 0.61 0.53 0.52 0.58]
96,a bottle of cough medicine,medicine_bottle_1_2,0,[0 1 3 4 2],medicine_bottle_1_2,"['medicine_bottle_1_2' 'water_bottle_3_3' 'screwdriver_5_4' 'lime_5_3'
 'food_jar_1_3']",[0.36 0.4  0.61 0.62 0.43],[0.39 0.37 0.59 0.7  0.42],[0.38 0.38 0.6  0.66 0.42],[0.32 0.38 0.67 0.73 0.42]
97,a paperback book,book_1_4,0,[0 4 3 2 1],book_1_4,['book_1_4' 'potato_4_1' 'lightbulb_4_3' 'measuring_tape_2_1' 'pliers_1_3'],[0.34 0.74 0.64 0.59 0.6 ],[0.44 0.78 0.73 0.72 0.51],[0.39 0.76 0.68 0.65 0.56],[0.37 0.78 0.69 0.69 0.57]
98,The object is a half empty bottle of cough syrup,medicine_bottle_1_2,0,[0 1 4 3 2],medicine_bottle_1_2,"['medicine_bottle_1_2' 'lightbulb_4_3' 'toothpaste_4_2'
 'picture_frame_2_1' 'banana_4_1']",[0.53 0.54 0.64 0.64 0.56],[0.52 0.55 0.72 0.57 0.56],[0.52 0.54 0.68 0.6  0.56],[0.41 0.52 0.61 0.57 0.55]
99,The object is a paperback book.,book_1_4,2,[2 0 1 3 4],picture_frame_3_1,"['book_1_4' 'picture_frame_3_1' 'picture_frame_1_2' 'eye_glasses_1_2'
 'can_opener_1_4']",[0.59 0.44 0.52 0.61 0.62],[0.51 0.48 0.45 0.55 0.56],[0.55 0.46 0.49 0.58 0.59],[0.47 0.46 0.53 0.65 0.63]
100,Half a bottle of day time flu medicine with an orange label and white lid.,medicine_bottle_1_2,0,[0 3 1 2 4],medicine_bottle_1_2,"['medicine_bottle_1_2' 'hand_towel_1_4' 'measuring_tape_5_2' 'banana_3_4'
 'cell_phone_1_2']",[0.41 0.6  0.47 0.54 0.59],[0.42 0.54 0.53 0.57 0.6 ],[0.42 0.57 0.5  0.56 0.6 ],[0.42 0.6  0.59 0.62 0.58]
101,A paper back book with a blue and yellow cover.,book_1_4,0,[0 3 4 1 2],book_1_4,"['book_1_4' 'lightbulb_3_3' 'prescription_medicine_bottle_3_4'
 'toothbrush_4_1' 'pliers_2_3']",[0.43 0.64 0.58 0.55 0.6 ],[0.41 0.54 0.61 0.52 0.55],[0.42 0.59 0.6  0.53 0.58],[0.49 0.54 0.63 0.55 0.6 ]
102,Plastic bottle holding medical liquid that aids humans health.,medicine_bottle_1_2,3,[3 0 1 2 4],gauze_2_2,"['medicine_bottle_1_2' 'gauze_2_2' 'notebook_1_1' 'notebook_1_1'
 'plate_1_2']",[0.58 0.58 0.61 0.61 0.66],[0.56 0.51 0.51 0.51 0.61],[0.57 0.54 0.56 0.56 0.63],[0.44 0.49 0.58 0.58 0.68]
103,Paper induced object that displays written words for humans to read.,book_1_4,0,[0 3 4 1 2],book_1_4,['book_1_4' 'water_bottle_2_3' 'shampoo_3_1' 'band_aid_3_2' 'spoon_1_3'],[0.56 0.66 0.65 0.55 0.54],[0.51 0.66 0.69 0.58 0.6 ],[0.53 0.66 0.67 0.56 0.57],[0.48 0.59 0.62 0.53 0.55]
104,this is a half empty bottle of cough syrup.,medicine_bottle_1_2,0,[0 4 3 1 2],medicine_bottle_1_2,"['medicine_bottle_1_2' 'flashlight_3_4' 'prescription_medicine_bottle_3_3'
 'toothbrush_5_3' 'food_can_3_2']",[0.55 0.62 0.63 0.57 0.57],[0.53 0.6  0.57 0.53 0.57],[0.54 0.61 0.6  0.55 0.57],[0.43 0.66 0.48 0.61 0.67]
105,this is a book about craft research.,book_1_4,0,[0 4 2 1 3],book_1_4,['book_1_4' 'plate_4_2' 'toothpaste_3_4' 'mouse_2_3' 'marker_4_3'],[0.41 0.62 0.46 0.41 0.54],[0.45 0.6  0.55 0.46 0.56],[0.43 0.61 0.51 0.44 0.55],[0.45 0.56 0.47 0.5  0.54]
106,Here is a bottle of liquid cold medicine. The liquid is orange.,medicine_bottle_1_2,0,[0 1 3 4 2],medicine_bottle_1_2,"['medicine_bottle_1_2' 'stapler_5_4' 'pliers_3_4' 'eye_glasses_1_2'
 'scissors_1_3']",[0.49 0.55 0.57 0.62 0.55],[0.54 0.51 0.57 0.54 0.59],[0.51 0.53 0.57 0.58 0.57],[0.42 0.52 0.62 0.66 0.6 ]
107,This is a book with a yellow and blue front cover.,book_1_4,1,[1 3 2 0 4],tissue_box_1_3,['book_1_4' 'pliers_5_3' 'mouse_3_3' 'tissue_box_1_3' 'stapler_3_2'],[0.49 0.57 0.44 0.43 0.55],[0.46 0.52 0.51 0.45 0.6 ],[0.47 0.54 0.47 0.44 0.58],[0.45 0.55 0.53 0.45 0.57]
108,An opened bottle of DayQuil.,medicine_bottle_1_2,0,[0 3 2 4 1],medicine_bottle_1_2,"['medicine_bottle_1_2' 'scissors_2_3' 'water_bottle_2_4' 'plate_3_1'
 'soda_bottle_1_1']",[0.44 0.58 0.58 0.63 0.49],[0.46 0.63 0.53 0.63 0.47],[0.45 0.6  0.56 0.63 0.48],[0.41 0.59 0.44 0.67 0.48]
109,"A paperback, yellow and blue text book.",book_1_4,1,[1 2 0 3 4],toothbrush_5_3,"['book_1_4' 'screwdriver_1_3' 'toothbrush_5_3' 'measuring_tape_4_1'
 'eye_glasses_2_1']",[0.51 0.66 0.53 0.5  0.61],[0.5  0.44 0.46 0.64 0.55],[0.5  0.55 0.5  0.57 0.58],[0.48 0.61 0.53 0.67 0.65]
110,a white paper plate with blue flowers,plate_1_2,0,[0 3 2 4 1],plate_1_2,['plate_1_2' 'fork_4_2' 'eye_glasses_2_1' 'lemon_2_4' 'apple_1_2'],[0.48 0.63 0.6  0.65 0.54],[0.46 0.58 0.54 0.59 0.55],[0.47 0.6  0.57 0.62 0.55],[0.34 0.67 0.6  0.69 0.6 ]
111,a silver and red mesuring tape,measuring_tape_2_4,0,[0 2 3 4 1],measuring_tape_2_4,"['measuring_tape_2_4' 'food_jar_3_2' 'medicine_bottle_3_4' 'hammer_6_2'
 'screwdriver_5_1']",[0.47 0.53 0.58 0.63 0.54],[0.47 0.56 0.57 0.57 0.49],[0.47 0.54 0.57 0.6  0.52],[0.42 0.49 0.52 0.53 0.43]
112,a black smartphone,cell_phone_3_2,0,[0 1 4 3 2],cell_phone_3_2,"['cell_phone_3_2' 'toothpaste_5_2' 'soda_bottle_3_2' 'bowl_5_4'
 'potato_4_1']",[0.54 0.5  0.72 0.58 0.58],[0.44 0.53 0.66 0.62 0.53],[0.49 0.51 0.69 0.6  0.55],[0.4  0.5  0.64 0.54 0.58]
113,a standing empty black picture frame,picture_frame_5_1,0,[0 3 2 1 4],picture_frame_5_1,"['picture_frame_5_1' 'water_bottle_5_1' 'toothpaste_4_2' 'potato_2_1'
 'water_bottle_4_4']",[0.53 0.62 0.54 0.57 0.67],[0.53 0.57 0.61 0.55 0.61],[0.53 0.59 0.57 0.56 0.64],[0.51 0.57 0.48 0.65 0.58]
114,This is a paper plate. It is white with a blue design.,plate_1_2,1,[1 0 4 3 2],marker_4_4,"['plate_1_2' 'marker_4_4' 'toothbrush_2_1' 'bell_pepper_2_1'
 'band_aid_3_2']",[0.52 0.47 0.54 0.53 0.49],[0.46 0.47 0.53 0.49 0.51],[0.49 0.47 0.53 0.51 0.5 ],[0.35 0.49 0.57 0.52 0.49]
115,Here is a roll of measuring tape. It is stainless steel.,measuring_tape_2_4,1,[1 2 0 3 4],syringe_2_4,"['measuring_tape_2_4' 'food_jar_5_2' 'syringe_2_4' 'apple_4_4'
 'potato_4_1']",[0.49 0.58 0.44 0.58 0.6 ],[0.5  0.56 0.49 0.6  0.58],[0.49 0.57 0.46 0.59 0.59],[0.45 0.55 0.49 0.65 0.57]
116,This is a smartphone. It is black.,cell_phone_3_2,2,[2 3 1 0 4],lime_2_3,['cell_phone_3_2' 'water_bottle_2_3' 'lightbulb_3_3' 'lime_2_3' 'book_3_1'],[0.6  0.59 0.55 0.55 0.67],[0.54 0.7  0.53 0.5  0.63],[0.57 0.64 0.54 0.53 0.65],[0.52 0.56 0.5  0.59 0.54]
117,"This is a black picture frame with a blank, brown canvas.",picture_frame_5_1,0,[0 1 3 2 4],picture_frame_5_1,['picture_frame_5_1' 'eye_glasses_4_1' 'book_4_4' 'book_5_4' 'book_4_4'],[0.43 0.57 0.57 0.6  0.57],[0.49 0.55 0.58 0.55 0.58],[0.46 0.56 0.58 0.57 0.58],[0.44 0.57 0.66 0.64 0.66]
118,This is a white paper plate with a blue floral design along the edge.,plate_1_2,0,[0 4 2 1 3],plate_1_2,"['plate_1_2' 'toothbrush_3_3' 'water_bottle_2_4' 'picture_frame_1_2'
 'allen_wrench_1_4']",[0.47 0.63 0.55 0.56 0.58],[0.48 0.59 0.53 0.47 0.54],[0.47 0.61 0.54 0.52 0.56],[0.42 0.6  0.68 0.52 0.56]
119,This is a 25 foot tape measure in a silver metallic case.,measuring_tape_2_4,0,[0 1 2 3 4],measuring_tape_2_4,['measuring_tape_2_4' 'hammer_2_4' 'lemon_5_3' 'apple_2_3' 'lime_3_1'],[0.57 0.58 0.55 0.73 0.73],[0.43 0.54 0.64 0.63 0.76],[0.5  0.56 0.6  0.68 0.74],[0.45 0.65 0.54 0.74 0.71]
120,This is a black smartphone. The phone is not turned on.,cell_phone_3_2,0,[0 1 2 3 4],cell_phone_3_2,['cell_phone_3_2' 'fork_1_2' 'plate_4_2' 'pencil_1_3' 'hammer_6_2'],[0.52 0.53 0.55 0.58 0.62],[0.48 0.54 0.55 0.58 0.62],[0.5  0.53 0.55 0.58 0.62],[0.42 0.51 0.56 0.57 0.58]
121,This is a black picture frame. There is no picture in the frame.,picture_frame_5_1,2,[2 1 3 0 4],screwdriver_3_3,"['picture_frame_5_1' 'pencil_2_1' 'spoon_2_3' 'screwdriver_3_3'
 'scissors_3_3']",[0.57 0.51 0.58 0.49 0.55],[0.58 0.6  0.59 0.58 0.69],[0.57 0.55 0.59 0.54 0.62],[0.45 0.52 0.6  0.56 0.58]
122,There is a white paper plate with blue morning glories printed along the edges.,plate_1_2,0,[0 4 1 2 3],plate_1_2,"['plate_1_2' 'allen_wrench_1_4' 'allen_wrench_5_2' 'coffee_mug_5_1'
 'marker_6_3']",[0.5  0.56 0.49 0.52 0.59],[0.46 0.59 0.47 0.52 0.52],[0.48 0.58 0.48 0.52 0.56],[0.39 0.6  0.51 0.57 0.56]
123,"There is a hand sized, chunky, silver 25 ft. tape measure.",measuring_tape_2_4,0,[0 2 4 1 3],measuring_tape_2_4,['measuring_tape_2_4' 'bowl_4_2' 'syringe_5_1' 'pencil_5_2' 'scissors_5_1'],[0.42 0.55 0.62 0.59 0.57],[0.51 0.58 0.59 0.48 0.59],[0.46 0.57 0.6  0.53 0.58],[0.47 0.55 0.52 0.46 0.58]
124,"There is a black cell phone with a charge port on the bottom, volume buttons on the right side, and an audio plug in at the bottom.",cell_phone_3_2,2,[2 3 4 1 0],picture_frame_1_2,"['cell_phone_3_2' 'spoon_3_3' 'spoon_5_4' 'food_can_3_2'
 'picture_frame_1_2']",[0.56 0.53 0.64 0.47 0.45],[0.5  0.63 0.54 0.5  0.5 ],[0.53 0.58 0.59 0.48 0.48],[0.43 0.55 0.54 0.48 0.51]
125,"There is a slightly rectangular picture frame with a squared, black, wooden frame and a cardboard background.",picture_frame_5_1,0,[0 1 2 3 4],picture_frame_5_1,"['picture_frame_5_1' 'coffee_mug_1_1' 'toothbrush_1_1' 'food_jar_2_3'
 'water_bottle_2_4']",[0.44 0.53 0.68 0.63 0.64],[0.54 0.56 0.56 0.65 0.65],[0.49 0.55 0.62 0.64 0.64],[0.41 0.58 0.73 0.75 0.7 ]
126,A paper plate with blue flowers printed on it.,plate_1_2,0,[0 2 3 1 4],plate_1_2,['plate_1_2' 'book_3_1' 'toothbrush_4_2' 'toothpaste_2_4' 'apple_2_3'],[0.49 0.64 0.59 0.55 0.72],[0.46 0.51 0.59 0.54 0.69],[0.48 0.58 0.59 0.55 0.7 ],[0.37 0.57 0.6  0.54 0.69]
127,A metal tape measure that is 25 foot long.,measuring_tape_2_4,1,[1 3 2 0 4],soda_bottle_5_2,"['measuring_tape_2_4' 'scissors_5_1' 'lightbulb_4_3' 'soda_bottle_5_2'
 'pencil_1_1']",[0.56 0.67 0.58 0.58 0.76],[0.59 0.67 0.67 0.56 0.7 ],[0.58 0.67 0.62 0.57 0.73],[0.48 0.62 0.59 0.62 0.66]
128,A smart phone.,cell_phone_3_2,1,[1 2 0 3 4],stapler_5_4,"['cell_phone_3_2' 'picture_frame_1_2' 'stapler_5_4' 'hammer_4_2'
 'food_can_3_2']",[0.51 0.49 0.56 0.52 0.58],[0.52 0.55 0.43 0.55 0.55],[0.51 0.52 0.49 0.53 0.57],[0.44 0.49 0.49 0.54 0.49]
129,An stand-up black picture frame.,picture_frame_5_1,0,[0 3 2 1 4],picture_frame_5_1,['picture_frame_5_1' 'book_4_4' 'scissors_6_1' 'book_2_4' 'lemon_4_4'],[0.43 0.55 0.47 0.48 0.52],[0.44 0.54 0.53 0.51 0.58],[0.44 0.54 0.5  0.5  0.55],[0.44 0.54 0.44 0.49 0.58]
130,It is a white paper plate with a blue flower design,plate_1_2,1,[1 4 3 0 2],stapler_1_1,['plate_1_2' 'lemon_2_4' 'apple_1_2' 'stapler_1_1' 'measuring_tape_5_2'],[0.52 0.6  0.57 0.49 0.53],[0.49 0.57 0.58 0.49 0.55],[0.51 0.59 0.57 0.49 0.54],[0.55 0.52 0.52 0.45 0.51]
131,It is a tape measuer,measuring_tape_2_4,0,[0 1 4 3 2],measuring_tape_2_4,"['measuring_tape_2_4' 'cell_phone_3_2' 'lime_4_2' 'syringe_1_1'
 'soda_bottle_4_1']",[0.54 0.57 0.76 0.71 0.58],[0.51 0.56 0.65 0.66 0.57],[0.53 0.57 0.71 0.68 0.58],[0.51 0.63 0.65 0.62 0.61]
132,It is a smart phone,cell_phone_3_2,0,[0 3 4 1 2],cell_phone_3_2,"['cell_phone_3_2' 'flashlight_3_4' 'soda_bottle_5_2' 'bell_pepper_1_1'
 'water_bottle_1_4']",[0.51 0.58 0.59 0.56 0.53],[0.5  0.53 0.53 0.5  0.56],[0.5  0.55 0.56 0.53 0.55],[0.48 0.46 0.61 0.51 0.63]
133,It is a black picture frame,picture_frame_5_1,2,[2 4 3 0 1],scissors_3_3,"['picture_frame_5_1' 'band_aid_2_4' 'lightbulb_1_4' 'scissors_3_3'
 'eye_glasses_1_2']",[0.52 0.68 0.54 0.42 0.43],[0.53 0.69 0.52 0.43 0.43],[0.52 0.68 0.53 0.42 0.43],[0.44 0.63 0.61 0.46 0.47]
134,The object is a white paper plate with blue print.,plate_1_2,4,[4 2 1 3 0],lemon_3_4,['plate_1_2' 'marker_3_1' 'fork_1_2' 'scissors_5_1' 'lemon_3_4'],[0.63 0.63 0.61 0.61 0.52],[0.58 0.56 0.58 0.59 0.56],[0.61 0.59 0.59 0.6  0.54],[0.42 0.6  0.62 0.62 0.53]
135,The object is a box silver 25ft tape measure.,measuring_tape_2_4,3,[3 4 2 0 1],hand_towel_2_3,"['measuring_tape_2_4' 'hammer_2_4' 'screwdriver_4_3' 'hand_towel_2_3'
 'can_opener_3_4']",[0.49 0.53 0.51 0.49 0.51],[0.55 0.55 0.51 0.47 0.48],[0.52 0.54 0.51 0.48 0.49],[0.46 0.57 0.59 0.56 0.46]
136,The object is a bar style cell phone.,cell_phone_3_2,0,[0 3 1 4 2],cell_phone_3_2,"['cell_phone_3_2' 'measuring_tape_2_1' 'eye_glasses_3_4' 'food_can_2_2'
 'lemon_5_3']",[0.52 0.59 0.57 0.63 0.54],[0.42 0.54 0.38 0.6  0.54],[0.47 0.57 0.48 0.61 0.54],[0.4  0.55 0.52 0.61 0.6 ]
137,The object is a black photo frame.,picture_frame_5_1,0,[0 1 3 2 4],picture_frame_5_1,"['picture_frame_5_1' 'cap_1_2' 'prescription_medicine_bottle_2_4'
 'can_opener_4_1' 'stapler_4_4']",[0.49 0.53 0.57 0.54 0.6 ],[0.47 0.53 0.59 0.58 0.58],[0.48 0.53 0.58 0.56 0.59],[0.45 0.58 0.64 0.54 0.56]
138,This is a white paper plate with blue flowers,plate_1_2,0,[0 2 4 1 3],plate_1_2,['plate_1_2' 'can_opener_5_4' 'hammer_4_2' 'lightbulb_2_4' 'food_can_2_1'],[0.47 0.57 0.63 0.52 0.62],[0.45 0.51 0.64 0.52 0.58],[0.46 0.54 0.63 0.52 0.6 ],[0.37 0.47 0.54 0.42 0.58]
139,This is a silver tape measure with black sticker,measuring_tape_2_4,1,[1 0 2 3 4],cap_2_2,"['measuring_tape_2_4' 'cap_2_2' 'food_jar_4_1' 'syringe_5_1'
 'band_aid_5_3']",[0.58 0.54 0.61 0.66 0.53],[0.49 0.49 0.55 0.53 0.68],[0.54 0.51 0.58 0.6  0.61],[0.46 0.52 0.58 0.54 0.57]
140,"this is a black smartphone, rectangular in shape",cell_phone_3_2,0,[0 2 1 3 4],cell_phone_3_2,['cell_phone_3_2' 'spoon_5_4' 'banana_2_3' 'book_2_4' 'pencil_1_3'],[0.59 0.56 0.5  0.62 0.6 ],[0.47 0.53 0.57 0.61 0.63],[0.53 0.55 0.54 0.62 0.62],[0.41 0.53 0.55 0.51 0.56]
141,this is a black picture frame with no picture in it.,picture_frame_5_1,0,[0 4 1 3 2],picture_frame_5_1,['picture_frame_5_1' 'toothbrush_3_3' 'pliers_4_1' 'apple_5_4' 'apple_3_4'],[0.48 0.7  0.53 0.6  0.58],[0.52 0.54 0.58 0.59 0.59],[0.5  0.62 0.56 0.59 0.58],[0.43 0.65 0.59 0.65 0.59]
142,The object is a paper plate.,plate_1_2,1,[1 0 4 3 2],cell_phone_2_2,"['plate_1_2' 'cell_phone_2_2' 'coffee_mug_4_3' 'can_opener_4_1'
 'screwdriver_3_3']",[0.55 0.45 0.59 0.55 0.48],[0.48 0.49 0.6  0.53 0.55],[0.51 0.47 0.59 0.54 0.52],[0.42 0.46 0.6  0.64 0.66]
